m,TagName,
"2016-11-01 00:00:00","javascript","20451"
"2016-11-01 00:00:00","perl","367"
"2016-11-01 00:00:00","php","11912"
"2016-11-01 00:00:00","python","14139"
"2016-11-01 00:00:00","r","3551"
"2016-11-01 00:00:00","ruby","1753"
"2016-11-01 00:00:00","swift","4356"
"2016-12-01 00:00:00","assembly","310"
"2016-12-01 00:00:00","c","2791"
"2016-12-01 00:00:00","c#","10656"
"2016-12-01 00:00:00","c++","5208"
"2016-12-01 00:00:00","delphi","253"
"2016-12-01 00:00:00","go","494"
"2016-12-01 00:00:00","java","13797"
"2016-12-01 00:00:00","javascript","19745"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11425"
"2016-12-01 00:00:00","python","12999"
"2016-12-01 00:00:00","r","3145"
"2016-12-01 00:00:00","ruby","1625"
"2016-12-01 00:00:00","swift","3922"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2752"
"2017-01-01 00:00:00","c#","11666"
"2017-01-01 00:00:00","c++","5633"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","558"
"2017-01-01 00:00:00","java","14513"
"2017-01-01 00:00:00","javascript","21346"
"2017-01-01 00:00:00","perl","323"
"2017-01-01 00:00:00","php","12554"
"2017-01-01 00:00:00","python","14226"
"2017-01-01 00:00:00","r","3483"
"2017-01-01 00:00:00","ruby","1820"
"2017-01-01 00:00:00","swift","4330"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2720"
"2017-02-01 00:00:00","c#","11453"
"2017-02-01 00:00:00","c++","5149"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","go","551"
"2017-02-01 00:00:00","java","14516"
"2017-02-01 00:00:00","javascript","21144"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12431"
"2017-02-01 00:00:00","python","14734"
"2017-02-01 00:00:00","r","3669"
"2017-02-01 00:00:00","ruby","1620"
"2017-02-01 00:00:00","swift","4045"
"2017-03-01 00:00:00","assembly","368"
"2017-03-01 00:00:00","c","2955"
"2017-03-01 00:00:00","c#","12958"
"2017-03-01 00:00:00","c++","6207"
"2017-03-01 00:00:00","delphi","303"
"2017-03-01 00:00:00","go","650"
"2017-03-01 00:00:00","java","17257"
"2017-03-01 00:00:00","javascript","23639"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13964"
"2017-03-01 00:00:00","python","17067"
"2017-03-01 00:00:00","r","4601"
"2017-03-01 00:00:00","ruby","1788"
"2017-03-01 00:00:00","swift","4605"
"2017-04-01 00:00:00","assembly","315"
"2017-04-01 00:00:00","c","2842"
"2017-04-01 00:00:00","c#","11065"
"2017-04-01 00:00:00","c++","5857"
"2017-04-01 00:00:00","delphi","263"
"2017-04-01 00:00:00","go","506"
"2017-04-01 00:00:00","java","15869"
"2017-04-01 00:00:00","javascript","21179"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12345"
"2017-04-01 00:00:00","python","15604"
"2017-04-01 00:00:00","r","4251"
"2017-04-01 00:00:00","ruby","1483"
"2017-04-01 00:00:00","swift","3904"
"2017-05-01 00:00:00","assembly","346"
"2017-05-01 00:00:00","c","2738"
"2017-05-01 00:00:00","c#","11950"
"2017-05-01 00:00:00","c++","5287"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","go","582"
"2017-05-01 00:00:00","java","16292"
"2017-05-01 00:00:00","javascript","22337"
"2017-05-01 00:00:00","perl","354"
"2017-05-01 00:00:00","php","12987"
"2017-05-01 00:00:00","python","16138"
"2017-05-01 00:00:00","r","4307"
"2017-05-01 00:00:00","ruby","1516"
"2017-05-01 00:00:00","swift","4086"
"2017-06-01 00:00:00","assembly","239"
"2017-06-01 00:00:00","c","2339"
"2017-06-01 00:00:00","c#","11274"
"2017-06-01 00:00:00","c++","4664"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14581"
"2017-06-01 00:00:00","javascript","21527"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11686"
"2017-06-01 00:00:00","python","15967"
"2017-06-01 00:00:00","r","4438"
"2017-06-01 00:00:00","ruby","1412"
"2017-06-01 00:00:00","swift","4188"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2036"
"2017-07-01 00:00:00","c#","11176"
"2017-07-01 00:00:00","c++","5007"
"2017-07-01 00:00:00","delphi","206"
"2017-07-01 00:00:00","go","653"
"2017-07-01 00:00:00","java","14078"
"2017-07-01 00:00:00","javascript","21545"
"2017-07-01 00:00:00","perl","322"
"2017-07-01 00:00:00","php","11699"
"2017-07-01 00:00:00","python","16859"
"2017-07-01 00:00:00","r","4570"
"2017-07-01 00:00:00","ruby","1520"
"2017-07-01 00:00:00","swift","4344"
"2017-08-01 00:00:00","assembly","215"
"2017-08-01 00:00:00","c","2037"
"2017-08-01 00:00:00","c#","10929"
"2017-08-01 00:00:00","c++","4773"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","605"
"2017-08-01 00:00:00","java","13713"
"2017-08-01 00:00:00","javascript","21284"
"2017-08-01 00:00:00","perl","355"
"2017-08-01 00:00:00","php","11577"
"2017-08-01 00:00:00","python","16449"
"2017-08-01 00:00:00","r","4557"
"2017-08-01 00:00:00","ruby","1391"
"2017-08-01 00:00:00","swift","4167"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2094"
"2017-09-01 00:00:00","c#","9848"
"2017-09-01 00:00:00","c++","4455"
"2017-09-01 00:00:00","delphi","260"
"2017-09-01 00:00:00","go","542"
"2017-09-01 00:00:00","java","12718"
"2017-09-01 00:00:00","javascript","18924"
"2017-09-01 00:00:00","perl","296"
"2017-09-01 00:00:00","php","10643"
"2017-09-01 00:00:00","python","15410"
"2017-09-01 00:00:00","r","4215"
"2017-09-01 00:00:00","ruby","1221"
"2017-09-01 00:00:00","swift","3754"
"2017-10-01 00:00:00","assembly","329"
"2017-10-01 00:00:00","c","2771"
"2017-10-01 00:00:00","c#","10195"
"2017-10-01 00:00:00","c++","5207"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13971"
"2017-10-01 00:00:00","javascript","19787"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10774"
"2017-10-01 00:00:00","python","16899"
"2017-10-01 00:00:00","r","4536"
"2017-10-01 00:00:00","ruby","1297"
"2017-10-01 00:00:00","swift","3887"
"2017-11-01 00:00:00","assembly","384"
"2017-11-01 00:00:00","c","2941"
"2017-11-01 00:00:00","c#","9762"
"2017-11-01 00:00:00","c++","5021"
"2017-11-01 00:00:00","delphi","199"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14131"
"2017-11-01 00:00:00","javascript","19354"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10541"
"2017-11-01 00:00:00","python","16924"
"2017-11-01 00:00:00","r","4499"
"2017-11-01 00:00:00","ruby","1172"
"2017-11-01 00:00:00","swift","3661"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","c#","8571"
"2017-12-01 00:00:00","c++","4449"
"2017-12-01 00:00:00","delphi","186"
"2017-12-01 00:00:00","go","522"
"2017-12-01 00:00:00","java","11945"
"2017-12-01 00:00:00","javascript","16914"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9082"
"2017-12-01 00:00:00","python","14883"
"2017-12-01 00:00:00","r","3711"
"2017-12-01 00:00:00","ruby","1016"
"2017-12-01 00:00:00","swift","3196"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2207"
"2018-01-01 00:00:00","c#","9351"
"2018-01-01 00:00:00","c++","4737"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","541"
"2018-01-01 00:00:00","java","12315"
"2018-01-01 00:00:00","javascript","18842"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10061"
"2018-01-01 00:00:00","python","16186"
"2018-01-01 00:00:00","r","4196"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3736"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2138"
"2018-02-01 00:00:00","c#","8559"
"2018-02-01 00:00:00","c++","4564"
"2018-02-01 00:00:00","delphi","212"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12004"
"2018-02-01 00:00:00","javascript","17187"
"2018-02-01 00:00:00","perl","230"
"2018-02-01 00:00:00","php","9090"
"2018-02-01 00:00:00","python","16270"
"2018-02-01 00:00:00","r","4496"
"2018-02-01 00:00:00","ruby","1029"
"2018-02-01 00:00:00","swift","3398"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2459"
"2018-03-01 00:00:00","c#","9765"
"2018-03-01 00:00:00","c++","5166"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13521"
"2018-03-01 00:00:00","javascript","19093"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9800"
"2018-03-01 00:00:00","python","17863"
"2018-03-01 00:00:00","r","5097"
"2018-03-01 00:00:00","ruby","1059"
"2018-03-01 00:00:00","swift","4038"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2179"
"2018-04-01 00:00:00","c#","9206"
"2018-04-01 00:00:00","c++","4654"
"2018-04-01 00:00:00","delphi","202"
"2018-04-01 00:00:00","go","616"
"2018-04-01 00:00:00","java","13448"
"2018-04-01 00:00:00","javascript","17910"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8901"
"2018-04-01 00:00:00","python","16922"
"2018-04-01 00:00:00","r","4725"
"2018-04-01 00:00:00","ruby","985"
"2018-04-01 00:00:00","swift","3560"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2359"
"2018-05-01 00:00:00","c#","9898"
"2018-05-01 00:00:00","c++","4677"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13431"
"2018-05-01 00:00:00","javascript","18022"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9424"
"2018-05-01 00:00:00","python","17539"
"2018-05-01 00:00:00","r","4726"
"2018-05-01 00:00:00","ruby","1032"
"2018-05-01 00:00:00","swift","3608"
"2018-06-01 00:00:00","assembly","204"
"2018-06-01 00:00:00","c","1828"
"2018-06-01 00:00:00","c#","8764"
"2018-06-01 00:00:00","c++","4084"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","672"
"2018-06-01 00:00:00","java","11757"
"2018-06-01 00:00:00","javascript","17142"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8399"
"2018-06-01 00:00:00","python","16771"
"2018-06-01 00:00:00","r","4476"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","swift","3128"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1595"
"2018-07-01 00:00:00","c#","9379"
"2018-07-01 00:00:00","c++","3902"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","685"
"2018-07-01 00:00:00","java","11704"
"2018-07-01 00:00:00","javascript","17768"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8520"
"2018-07-01 00:00:00","python","17901"
"2018-07-01 00:00:00","r","4401"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3658"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1672"
"2018-08-01 00:00:00","c#","9455"
"2018-08-01 00:00:00","c++","3890"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11273"
"2018-08-01 00:00:00","javascript","17809"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8465"
"2018-08-01 00:00:00","python","17705"
"2018-08-01 00:00:00","r","4099"
"2018-08-01 00:00:00","ruby","874"
"2018-08-01 00:00:00","swift","3561"
"2018-09-01 00:00:00","assembly","256"
"2018-09-01 00:00:00","c","1828"
"2018-09-01 00:00:00","c#","8337"
"2018-09-01 00:00:00","c++","3730"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","670"
"2018-09-01 00:00:00","java","10683"
"2018-09-01 00:00:00","javascript","15964"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7647"
"2018-09-01 00:00:00","python","15986"
"2018-09-01 00:00:00","r","3748"
"2018-09-01 00:00:00","ruby","774"
"2018-09-01 00:00:00","swift","3133"
"2018-10-01 00:00:00","assembly","319"
"2018-10-01 00:00:00","c","2437"
"2018-10-01 00:00:00","c#","9311"
"2018-10-01 00:00:00","c++","4291"
"2018-10-01 00:00:00","delphi","221"
"2018-10-01 00:00:00","go","788"
"2018-10-01 00:00:00","java","12460"
"2018-10-01 00:00:00","javascript","17350"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8112"
"2018-10-01 00:00:00","python","18103"
"2018-10-01 00:00:00","r","4347"
"2018-10-01 00:00:00","ruby","894"
"2018-10-01 00:00:00","swift","3262"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2514"
"2018-11-01 00:00:00","c#","8448"
"2018-11-01 00:00:00","c++","4329"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","716"
"2018-11-01 00:00:00","java","11663"
"2018-11-01 00:00:00","javascript","16131"
"2018-11-01 00:00:00","perl","234"
"2018-11-01 00:00:00","php","7055"
"2018-11-01 00:00:00","python","17972"
"2018-11-01 00:00:00","r","4216"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2972"
"2018-12-01 00:00:00","assembly","218"
"2018-12-01 00:00:00","c","2186"
"2018-12-01 00:00:00","c#","7519"
"2018-12-01 00:00:00","c++","3542"
"2018-12-01 00:00:00","delphi","174"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10406"
"2018-12-01 00:00:00","javascript","14223"
"2018-12-01 00:00:00","perl","218"
"2018-12-01 00:00:00","php","6198"
"2018-12-01 00:00:00","python","15686"
"2018-12-01 00:00:00","r","3394"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2775"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2274"
"2019-01-01 00:00:00","c#","8721"
"2019-01-01 00:00:00","c++","3896"
"2019-01-01 00:00:00","delphi","214"
"2019-01-01 00:00:00","go","651"
"2019-01-01 00:00:00","java","10988"
"2019-01-01 00:00:00","javascript","15982"
"2019-01-01 00:00:00","perl","262"
"2019-01-01 00:00:00","php","7137"
"2019-01-01 00:00:00","python","16908"
"2019-01-01 00:00:00","r","3938"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2896"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2046"
"2019-02-01 00:00:00","c#","8322"
"2019-02-01 00:00:00","c++","3718"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","624"
"2019-02-01 00:00:00","java","10951"
"2019-02-01 00:00:00","javascript","15636"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7247"
"2019-02-01 00:00:00","python","17486"
"2019-02-01 00:00:00","r","4238"
"2019-02-01 00:00:00","ruby","784"
"2019-02-01 00:00:00","swift","2670"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2373"
"2019-03-01 00:00:00","c#","8931"
"2019-03-01 00:00:00","c++","4412"
"2019-03-01 00:00:00","delphi","184"
"2019-03-01 00:00:00","go","720"
"2019-03-01 00:00:00","java","11996"
"2019-03-01 00:00:00","javascript","17277"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7752"
"2019-03-01 00:00:00","python","19846"
"2019-03-01 00:00:00","r","4482"
"2019-03-01 00:00:00","ruby","840"
"2019-03-01 00:00:00","swift","2937"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2420"
"2019-04-01 00:00:00","c#","9076"
"2019-04-01 00:00:00","c++","4363"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","648"
"2019-04-01 00:00:00","java","11123"
"2019-04-01 00:00:00","javascript","16111"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7153"
"2019-04-01 00:00:00","python","19777"
"2019-04-01 00:00:00","r","4591"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3059"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2085"
"2019-05-01 00:00:00","c#","8997"
"2019-05-01 00:00:00","c++","4114"
"2019-05-01 00:00:00","delphi","169"
"2019-05-01 00:00:00","go","671"
"2019-05-01 00:00:00","java","11035"
"2019-05-01 00:00:00","javascript","16085"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6927"
"2019-05-01 00:00:00","python","18852"
"2019-05-01 00:00:00","r","4294"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3092"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1721"
"2019-06-01 00:00:00","c#","7572"
"2019-06-01 00:00:00","c++","3629"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","524"
"2019-06-01 00:00:00","java","9592"
"2019-06-01 00:00:00","javascript","14761"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5987"
"2019-06-01 00:00:00","python","17175"
"2019-06-01 00:00:00","r","3941"
"2019-06-01 00:00:00","ruby","702"
"2019-06-01 00:00:00","swift","3077"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1745"
"2019-07-01 00:00:00","c#","8415"
"2019-07-01 00:00:00","c++","4253"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","623"
"2019-07-01 00:00:00","java","10787"
"2019-07-01 00:00:00","javascript","16079"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6633"
"2019-07-01 00:00:00","python","19695"
"2019-07-01 00:00:00","r","4191"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3029"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1543"
"2019-08-01 00:00:00","c#","7683"
"2019-08-01 00:00:00","c++","3275"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","628"
"2019-08-01 00:00:00","java","9050"
"2019-08-01 00:00:00","javascript","15166"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5817"
"2019-08-01 00:00:00","python","17990"
"2019-08-01 00:00:00","r","3948"
"2019-08-01 00:00:00","ruby","776"
"2019-08-01 00:00:00","swift","2528"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","1997"
"2019-09-01 00:00:00","c#","7817"
"2019-09-01 00:00:00","c++","3766"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","617"
"2019-09-01 00:00:00","java","9628"
"2019-09-01 00:00:00","javascript","14815"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5541"
"2019-09-01 00:00:00","python","16836"
"2019-09-01 00:00:00","r","3933"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2556"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c","2470"
"2019-10-01 00:00:00","c#","8381"
"2019-10-01 00:00:00","c++","4820"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","go","632"
"2019-10-01 00:00:00","java","11156"
"2019-10-01 00:00:00","javascript","15919"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6036"
"2019-10-01 00:00:00","python","20385"
"2019-10-01 00:00:00","r","4375"
"2019-10-01 00:00:00","ruby","847"
"2019-10-01 00:00:00","swift","3102"
"2019-11-01 00:00:00","assembly","281"
"2019-11-01 00:00:00","c","2501"
"2019-11-01 00:00:00","c#","7995"
"2019-11-01 00:00:00","c++","4710"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","600"
"2019-11-01 00:00:00","java","10274"
"2019-11-01 00:00:00","javascript","15688"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6083"
"2019-11-01 00:00:00","python","20538"
"2019-11-01 00:00:00","r","4278"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2857"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2138"
"2019-12-01 00:00:00","c#","7180"
"2019-12-01 00:00:00","c++","4180"
"2019-12-01 00:00:00","delphi","125"
"2019-12-01 00:00:00","go","612"
"2019-12-01 00:00:00","java","8976"
"2019-12-01 00:00:00","javascript","14251"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5222"
"2019-12-01 00:00:00","python","18042"
"2019-12-01 00:00:00","r","3737"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2653"
"2020-01-01 00:00:00","assembly","228"
"2020-01-01 00:00:00","c","2043"
"2020-01-01 00:00:00","c#","7769"
"2020-01-01 00:00:00","c++","4209"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","646"
"2020-01-01 00:00:00","java","9891"
"2020-01-01 00:00:00","javascript","15963"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5885"
"2020-01-01 00:00:00","python","19902"
"2020-01-01 00:00:00","r","4132"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2887"
"2020-02-01 00:00:00","assembly","269"
"2020-02-01 00:00:00","c","1975"
"2020-02-01 00:00:00","c#","7682"
"2020-02-01 00:00:00","c++","4061"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","658"
"2020-02-01 00:00:00","java","9995"
"2020-02-01 00:00:00","javascript","15682"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5649"
"2020-02-01 00:00:00","python","19957"
"2020-02-01 00:00:00","r","4668"
"2020-02-01 00:00:00","ruby","652"
"2020-02-01 00:00:00","swift","2751"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2473"
"2020-03-01 00:00:00","c#","7763"
"2020-03-01 00:00:00","c++","4624"
"2020-03-01 00:00:00","delphi","166"
"2020-03-01 00:00:00","go","651"
"2020-03-01 00:00:00","java","11019"
"2020-03-01 00:00:00","javascript","17495"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5651"
"2020-03-01 00:00:00","python","22582"
"2020-03-01 00:00:00","r","5112"
"2020-03-01 00:00:00","ruby","710"
"2020-03-01 00:00:00","swift","2903"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3237"
"2020-04-01 00:00:00","c#","8555"
"2020-04-01 00:00:00","c++","6183"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","793"
"2020-04-01 00:00:00","java","12556"
"2020-04-01 00:00:00","javascript","20804"
"2020-04-01 00:00:00","perl","219"
"2020-04-01 00:00:00","php","6598"
"2020-04-01 00:00:00","python","27517"
"2020-04-01 00:00:00","r","6167"
"2020-04-01 00:00:00","ruby","764"
"2020-04-01 00:00:00","swift","3433"
"2020-05-01 00:00:00","assembly","357"
"2020-05-01 00:00:00","c","3355"
"2020-05-01 00:00:00","c#","8563"
"2020-05-01 00:00:00","c++","6377"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","750"
"2020-05-01 00:00:00","java","11967"
"2020-05-01 00:00:00","javascript","21412"
"2020-05-01 00:00:00","perl","212"
"2020-05-01 00:00:00","php","6494"
"2020-05-01 00:00:00","python","29337"
"2020-05-01 00:00:00","r","6007"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3500"
"2020-06-01 00:00:00","assembly","327"
"2020-06-01 00:00:00","c","2581"
"2020-06-01 00:00:00","c#","7872"
"2020-06-01 00:00:00","c++","5601"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","705"
"2020-06-01 00:00:00","java","10778"
"2020-06-01 00:00:00","javascript","19716"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5907"
"2020-06-01 00:00:00","python","27018"
"2020-06-01 00:00:00","r","5431"
"2020-06-01 00:00:00","ruby","611"
"2020-06-01 00:00:00","swift","3146"
"2020-07-01 00:00:00","assembly","269"
"2020-07-01 00:00:00","c","2089"
"2020-07-01 00:00:00","c#","7776"
"2020-07-01 00:00:00","c++","5148"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","640"
"2020-07-01 00:00:00","java","10401"
"2020-07-01 00:00:00","javascript","19798"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5927"
"2020-07-01 00:00:00","python","26206"
"2020-07-01 00:00:00","r","4933"
"2020-07-01 00:00:00","ruby","695"
"2020-07-01 00:00:00","swift","2979"
"2020-08-01 00:00:00","assembly","264"
"2020-08-01 00:00:00","c","1888"
"2020-08-01 00:00:00","c#","7042"
"2020-08-01 00:00:00","c++","4758"
"2020-08-01 00:00:00","delphi","183"
"2020-08-01 00:00:00","go","704"
"2020-08-01 00:00:00","java","9268"
"2020-08-01 00:00:00","javascript","17953"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4974"
"2020-08-01 00:00:00","python","22943"
"2020-08-01 00:00:00","r","4489"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2672"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2141"
"2020-09-01 00:00:00","c#","6432"
"2020-09-01 00:00:00","c++","3904"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","727"
"2020-09-01 00:00:00","java","8901"
"2020-09-01 00:00:00","javascript","16705"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4756"
"2020-09-01 00:00:00","python","21647"
"2020-09-01 00:00:00","r","4749"
"2020-09-01 00:00:00","ruby","512"
"2020-09-01 00:00:00","swift","2546"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2361"
"2020-10-01 00:00:00","c#","6168"
"2020-10-01 00:00:00","c++","4307"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","589"
"2020-10-01 00:00:00","java","8895"
"2020-10-01 00:00:00","javascript","16353"
"2020-10-01 00:00:00","perl","170"
"2020-10-01 00:00:00","php","4566"
"2020-10-01 00:00:00","python","22703"
"2020-10-01 00:00:00","r","5062"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2310"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2685"
"2020-11-01 00:00:00","c#","5957"
"2020-11-01 00:00:00","c++","4296"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","523"
"2020-11-01 00:00:00","java","8439"
"2020-11-01 00:00:00","javascript","15443"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4601"
"2020-11-01 00:00:00","python","22065"
"2020-11-01 00:00:00","r","4800"
"2020-11-01 00:00:00","ruby","500"
"2020-11-01 00:00:00","swift","2152"
"2020-12-01 00:00:00","assembly","297"
"2020-12-01 00:00:00","c","2633"
